scheme_code,scheme_name,fund_house,category,annual_return,cagr,volatility,sharpe_ratio,max_drawdown,fund_rank,risk_category
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Aditya Birla Sun Life,Debt,0.1639270718712956,0.168183716763296,0.1658117787659064,0.6267773776072945,-0.1460017196904551,2833.0,High
119552,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - MONTHLY IDCW,Aditya Birla Sun Life,Debt,0.12650737192071,0.1256831546395151,0.1558454303502986,0.4267521464775664,-0.1935288169868551,4013.0,Low
119553,Aditya Birla Sun Life Banking & PSU Debt Fund  - Direct - Quarterly IDCW,Aditya Birla Sun Life,Debt,0.2198034261065341,0.2393638847916799,0.1578162312416806,1.0125918281612638,-0.1753783878915872,1057.0,Medium
108272,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW,Aditya Birla Sun Life,Debt,0.1537918281509705,0.1575173527202669,0.1578688354961674,0.5941123709197659,-0.1800483941926961,3034.0,Medium
110282,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW,Aditya Birla Sun Life,Debt,0.0093599248774412,-0.0028776088810632,0.1558934690749115,-0.3248376947608029,-0.297585768742059,7507.0,Low
128952,Axis Banking & PSU Debt Fund - Direct Plan - Bonus Option,Axis Banking & PSU,Debt,0.026551531277552,0.0125783482485017,0.1701742716605658,-0.196554205262974,-0.2746746746746749,7145.0,High
120437,Axis Banking & PSU Debt Fund - Direct Plan - Daily IDCW,Axis Banking & PSU,Debt,0.27533759715343,0.3119189678410541,0.1611241660074193,1.3364698945502336,-0.1599632503062473,343.0,High
120438,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,Axis Banking & PSU,Debt,0.1878905552108927,0.1999485865346522,0.1534785354814784,0.8332797469671345,-0.1222385861561124,1781.0,Low
120439,Axis Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,Axis Banking & PSU,Debt,0.1858226383568486,0.1951976225726481,0.1646492880395091,0.7641857420401132,-0.1839893852277745,2085.0,High
120436,Axis Banking & PSU Debt Fund - Direct Plan - Weekly IDCW,Axis Banking & PSU,Debt,0.1377179618403247,0.1386774752249997,0.1566373700993484,0.4961648793709415,-0.1990278152849037,3598.0,Low
152164,Bajaj Finserv Banking and PSU Fund-  Direct Plan-Monthly- IDCW,Bajaj Finserv Banking and,Other,0.1965351813851722,0.2098179517571425,0.1581412497151786,0.8633748729764045,-0.2085663446873421,1651.0,Medium
152163,Bajaj Finserv Banking and PSU Fund- Direct Plan- IDCW,Bajaj Finserv Banking and,Other,0.2064240083322617,0.2226358494183848,0.1562385771913867,0.9371821669426595,-0.1652395974162522,1348.0,Low
152165,Bajaj Finserv Banking and PSU Fund- Regular Plan- Growth,Bajaj Finserv Banking and,Other,0.1846973260451689,0.194986024286929,0.158685559777247,0.7858139469036207,-0.1562091503267985,1986.0,Medium
152166,Bajaj Finserv Banking and PSU Fund- Regular Plan- IDCW,Bajaj Finserv Banking and,Other,0.1022123666173925,0.0982180347891026,0.1530171345705145,0.2758669265103763,-0.2117437722419929,4945.0,Low
152162,Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,Bajaj Finserv Banking and,Other,0.1133510486186776,0.1100118924739466,0.1583086083947593,0.337006617389,-0.2187969924812016,4573.0,Medium
121936,Bandhan Banking and PSU Fund - Direct Annual IDCW,Bandhan Banking and PSU,Other,0.1682610078954445,0.1752718007774203,0.1564287234572461,0.6920788299153615,-0.1506039915966389,2452.0,Low
127471,Bandhan Banking and PSU Fund - Direct Daily IDCW,Bandhan Banking and PSU,Other,-0.0213184789222167,-0.0350035174785917,0.1618486442171472,-0.5024353420787036,-0.2334152334152337,7796.0,High
121934,Bandhan Banking and PSU Fund - Direct Fortnightly IDCW,Bandhan Banking and PSU,Other,0.09374168067503,0.0882498883998483,0.1551760235415863,0.2174413282731623,-0.1617964589031234,5277.0,Low
121279,Bandhan Banking and PSU Fund - Direct Growth,Bandhan Banking and PSU,Other,0.1763890178089798,0.1843575982505398,0.160743294167346,0.7240676409667827,-0.1578099838969404,2280.0,High
121281,Bandhan Banking and PSU Fund - Direct IDCW,Bandhan Banking and PSU,Other,0.0270960878949814,0.0162845484521727,0.1517865979359831,-0.2167774530324212,-0.2328693309384825,7221.0,Low
150505,Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,Canara Robeco Banking and,Debt,0.0830215117554486,0.0753696505744021,0.1602704310043183,0.1436416662211908,-0.209196780270596,5662.0,High
150507,Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout,Canara Robeco Banking and,Debt,0.157823496858051,0.1622999032238161,0.1582027541784957,0.6183425653113442,-0.1285601265822783,2873.0,Medium
150503,Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option,Canara Robeco Banking and,Debt,0.0453322039492112,0.0346967661165771,0.1574781986269202,-0.0931417566284084,-0.2770240700218819,6728.0,Medium
150504,Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment),Canara Robeco Banking and,Debt,0.2347476069515601,0.2603064374961195,0.1496127024031978,1.1679998031224996,-0.1227752142386287,622.0,Low
124175,DSP Banking & PSU Debt Fund - Direct Plan - Growth,DSP Banking & PSU,Debt,0.1695048352111305,0.1759334535906611,0.1608646580911555,0.68072649710963,-0.1789871028625351,2511.0,High
124178,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,DSP Banking & PSU,Debt,0.1547263360930839,0.1579353435745942,0.1615787875629711,0.5862547771387805,-0.2398032976569275,3071.0,High
124182,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest,DSP Banking & PSU,Debt,0.1827496073095403,0.1915766175246593,0.1637689794432411,0.7495290483389911,-0.1558040311902297,2155.0,High
124176,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly,DSP Banking & PSU,Debt,0.2012379430259221,0.216529443785626,0.1540028928459703,0.9171122724764956,-0.1802597402597407,1435.0,Low
124177,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly ,DSP Banking & PSU,Debt,0.0730743773619629,0.0645064756463555,0.1593901057016191,0.0820275342965037,-0.255427558706249,5972.0,Medium
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,Edelweiss Banking and PSU,Debt,0.1155508442323282,0.1111890750866126,0.1656078373255295,0.3354360827931948,-0.3554015296367123,4584.0,High
140288,Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,Edelweiss Banking and PSU,Debt,0.3090342129410964,0.3578127199884315,0.1638181670555516,1.5201867864670198,-0.1610310421286035,163.0,High
140291,Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option,Edelweiss Banking and PSU,Debt,0.1043641415220933,0.1003278770451721,0.1549778254560894,0.2862612208651953,-0.238643434971996,4887.0,Low
140293,Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option,Edelweiss Banking and PSU,Debt,0.2556099638694711,0.2872311125333318,0.152475956892658,1.2828905478335788,-0.1731385108086464,426.0,Low
140290,Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option,Edelweiss Banking and PSU,Debt,0.106049581760186,0.1023086170277636,0.1546107017853526,0.2978421365948983,-0.2004310344827578,4826.0,Low
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,Franklin India Banking &,Debt,0.1033144770437686,0.099748892113046,0.1514849301653985,0.2859325808611843,-0.2088708252341395,4890.0,Low
129006,Franklin India Banking & PSU Debt Fund - Growth,Franklin India Banking &,Debt,0.1664746870250563,0.1718442395136845,0.1628821257450864,0.653691659155353,-0.2221609702315334,2665.0,High
129009,Franklin India Banking and PSU Debt Fund - Direct - IDCW ,Franklin India Banking and,Debt,0.271949128094741,0.3090130828208639,0.1531709091418668,1.383742704683132,-0.1320078684839123,292.0,Low
129007,Franklin India Banking and PSU Debt Fund - IDCW ,Franklin India Banking and,Debt,0.0746373176283251,0.0657965834271179,0.1617860084929195,0.0904733219187228,-0.2518647439085053,5937.0,High
128628,HDFC Banking and PSU Debt Fund - Growth Option,HDFC Banking and PSU,Debt,0.0867618175098355,0.0804817582613626,0.1548448559123934,0.1728298777001449,-0.2342126298960839,5513.0,Low
128629,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,HDFC Banking and PSU,Debt,0.2536678448253817,0.2825768771558836,0.1623206355253227,1.1931190646131289,-0.137378066804611,575.0,High
128627,HDFC Banking and PSU Debt Fund - IDCW Option,HDFC Banking and PSU,Debt,0.2018138334683485,0.2148864208160728,0.1657183973259665,0.8557519005533348,-0.1766985864113087,1686.0,High
128626,HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,HDFC Banking and PSU,Debt,0.2084530836896749,0.2255023728919849,0.1546833114848597,0.9597226893103163,-0.145056374674761,1254.0,Low
151108,HSBC Banking and PSU Debt Fund - Direct Daily IDCW,HSBC Banking and PSU,Debt,0.0418270542275134,0.030825108552017,0.1582435803277988,-0.1148415988493284,-0.2390488110137673,6821.0,Medium
151107,HSBC Banking and PSU Debt Fund - Direct Growth,HSBC Banking and PSU,Debt,0.1640489247189506,0.1694062650400987,0.160359413790948,0.6488482481894927,-0.1672341115434506,2697.0,High
151106,HSBC Banking and PSU Debt Fund - Direct Monthly IDCW,HSBC Banking and PSU,Debt,0.0659919322247905,0.057214437640654,0.1565680638554608,0.0382704625530923,-0.3852175915265945,6178.0,Low
151109,HSBC Banking and PSU Debt Fund - Direct Weekly IDCW,HSBC Banking and PSU,Debt,0.2132792400604763,0.2312818497939797,0.1564615862061994,0.979660527399172,-0.1739581981046346,1184.0,Low
151102,HSBC Banking and PSU Debt Fund - Regular Daily IDCW,HSBC Banking and PSU,Debt,0.0799869684050787,0.0718394332835075,0.1611476586548514,0.1240289097087484,-0.2022317223389607,5755.0,High
112343,ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW,ICICI Prudential Banking and,Debt,0.1932354577889062,0.2059150331326171,0.1570068941543794,0.8485962257039517,-0.1526571282575369,1718.0,Low
112344,ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW,ICICI Prudential Banking and,Debt,0.2867542249123978,0.3277250543901484,0.1601502721766005,1.415884105787544,-0.1121337972836459,257.0,Medium
130897,ICICI Prudential Banking and PSU Debt Fund - Bonus,ICICI Prudential Banking and,Debt,0.1269523609165553,0.1254968167950814,0.1597255137075677,0.4191713606827683,-0.1584454409566517,4060.0,Medium
120257,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW,ICICI Prudential Banking and,Debt,0.0818623193059865,0.0743151745182058,0.1589909610831584,0.1375066806128159,-0.1752988047808776,5690.0,Medium
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,ICICI Prudential Banking and,Debt,0.034072111779098,0.023369105377077,0.1534563169173885,-0.1689594064404657,-0.2122245540398711,7037.0,Low
120444,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,Invesco India Banking and,Other,0.079094931429462,0.0701310476309884,0.1651994333594728,0.1155871484614091,-0.2460251046025106,5798.0,High
120443,Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment),Invesco India Banking and,Other,0.0882444974839752,0.0802881910751729,0.1652386632208461,0.1709315297850457,-0.2584754262788364,5522.0,High
120445,Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Invesco India Banking and,Other,0.206107247672978,0.2214236488303982,0.160314564220919,0.9113785037748484,-0.1310232004759072,1461.0,High
118234,Invesco India Banking and PSU Fund - Regular Plan - Daily IDCW (Reinvestment),Invesco India Banking and,Other,0.130294421960819,0.1297228180285226,0.1578744078755221,0.4452553324300889,-0.1453922408517944,3909.0,Medium
118232,Invesco India Banking and PSU Fund - Regular Plan - Growth Option,Invesco India Banking and,Other,0.1677086182882168,0.1740334628691657,0.1593521614224723,0.675915640721441,-0.1409477521263657,2548.0,Medium
148534,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,ITI Banking & PSU,Debt,0.1423920131484707,0.1436158158327258,0.1597767285367575,0.5156696716913687,-0.2429966958770293,3478.0,Medium
148536,ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option,ITI Banking & PSU,Debt,0.1155486275057496,0.1119105240140683,0.1616927286667893,0.3435443755805635,-0.2347168810502575,4544.0,High
148535,ITI Banking & PSU Debt Fund - Regular Plan - Growth Option,ITI Banking & PSU,Debt,0.1503066978794399,0.1525720773932428,0.1620557563287735,0.5572569585015454,-0.2394705174488563,3223.0,High
148533,ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option,ITI Banking & PSU,Debt,0.0515543055669063,0.0412624094506868,0.1581762130208942,-0.0533942131487115,-0.3596582081822891,6573.0,Medium
123690,Kotak Banking and PSU Debt - Growth,Kotak Banking and PSU,Debt,0.0317316111683806,0.0207203759380734,0.1544837727643467,-0.1829861371572057,-0.2663492063492059,7099.0,Low
123691,Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,Kotak Banking and PSU,Debt,0.071289038133822,0.0629482423715859,0.157068973008509,0.0718731262934433,-0.3220832434763853,6015.0,Low
123689,Kotak Banking and PSU Debt Direct - Annual Dividend,Kotak Banking and PSU,Debt,-0.0263395908036567,-0.0393031725707613,0.1575385461964292,-0.5480537486743273,-0.2680387409200959,7848.0,Medium
123693,Kotak Banking and PSU Debt Direct - Growth,Kotak Banking and PSU,Debt,0.1211860340736916,0.1193703316272325,0.1565643482079564,0.3908043866565414,-0.1750560677797166,4225.0,Low
123692,Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option,Kotak Banking and PSU,Debt,0.2145659758514462,0.2326021999926577,0.1581274906949102,0.9774769407405852,-0.1390029325513192,1193.0,Medium
120337,LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW,LIC MF Banking &,Other,0.0693068241993653,0.0603917875177355,0.1591723289070382,0.0584701138902152,-0.202382601468349,6076.0,Medium
120338,LIC MF Banking & PSU Fund-Direct Plan-Growth,LIC MF Banking &,Other,0.0030089864993289,-0.0105801273783583,0.1630215153468919,-0.3495919748960769,-0.246388842769384,7559.0,High
120339,LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW,LIC MF Banking &,Other,0.0440476053404344,0.0327175211679748,0.1610088072967751,-0.0990777767216284,-0.2665939545029603,6757.0,High
120336,LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW,LIC MF Banking &,Other,0.1326842178819545,0.1332391572210478,0.1539465638369723,0.4721392674858684,-0.2342241379310336,3739.0,Low
105822,LIC MF Banking & PSU Fund-Regular Plan-Daily IDCW,LIC MF Banking &,Other,0.1149833521286605,0.1131871276657323,0.1510106796740827,0.3641024081695933,-0.2028218694885365,4420.0,Low
148419,Mirae Asset Banking and PSU Fund - Direct Plan - Growth,Mirae Asset Banking and,Other,0.1520365518037712,0.156079270213485,0.1543564879946609,0.5962596907941746,-0.1861969004348306,3017.0,Low
148417,Mirae Asset Banking and PSU Fund - Direct Plan - IDCW,Mirae Asset Banking and,Other,0.1555277961864255,0.1585647670449395,0.1632944105684456,0.5850034661559016,-0.1675542810323624,3079.0,High
148416,Mirae Asset Banking and PSU Fund - Regular Plan - Growth,Mirae Asset Banking and,Other,0.0588046296198825,0.0490942211683942,0.1582442627029446,-0.0075539571526924,-0.289805447470816,6365.0,Medium
148418,Mirae Asset Banking and PSU Fund - Regular plan - IDCW,Mirae Asset Banking and,Other,0.2725261560852492,0.3084336055501941,0.1596304489838646,1.3313635176627945,-0.1291498993963781,351.0,Medium
134555,NIPPON INDIA BANKING and PSU  FUND - Direct Plan - IDCW Option,NIPPON INDIA BANKING and,Other,0.1363590645262784,0.137941691099144,0.1517808029504002,0.503087762364991,-0.1194723151244896,3544.0,Low
